Time,memory_usage.mean
2021-04-13 15:10:12,669376512
2021-04-13 15:10:14,669286400
2021-04-13 15:10:15,669286400
2021-04-13 15:10:16,669286400
2021-04-13 15:10:18,671387648
2021-04-13 15:10:20,671600640
2021-04-13 15:10:21,671731712
2021-04-13 15:10:22,671645696
2021-04-13 15:10:23,671649792
2021-04-13 15:10:25,671526912
2021-04-13 15:10:27,671453184
2021-04-13 15:10:28,671453184
2021-04-13 15:10:30,671719424
2021-04-13 15:10:32,671539200
2021-04-13 15:10:33,671539200
2021-04-13 15:10:34,671539200
2021-04-13 15:10:36,671551488
2021-04-13 15:10:38,671555584
2021-04-13 15:10:39,671555584
2021-04-13 15:10:41,674041856
2021-04-13 15:10:43,673931264
2021-04-13 15:10:44,673931264
2021-04-13 15:10:46,673939456
2021-04-13 15:10:48,674009088
2021-04-13 15:10:49,674009088
2021-04-13 15:10:51,674512896
2021-04-13 15:10:52,676409344
2021-04-13 15:10:54,676286464
2021-04-13 15:10:56,676433920
2021-04-13 15:10:57,676311040
2021-04-13 15:10:59,676311040
2021-04-13 15:11:01,676491264
2021-04-13 15:11:02,676491264
2021-04-13 15:11:03,676491264
2021-04-13 15:11:05,676622336
2021-04-13 15:11:07,676511744
2021-04-13 15:11:08,676511744
2021-04-13 15:11:09,676904960
2021-04-13 15:11:11,678866944
2021-04-13 15:11:13,678744064
2021-04-13 15:11:15,678744064
2021-04-13 15:11:16,678744064
2021-04-13 15:11:18,678744064
2021-04-13 15:11:19,678744064
2021-04-13 15:11:21,679124992
2021-04-13 15:11:23,678883328
2021-04-13 15:11:24,678883328
2021-04-13 15:11:26,679043072
2021-04-13 15:11:28,678916096
2021-04-13 15:11:29,678916096
2021-04-13 15:11:31,681185280
2021-04-13 15:11:33,681148416
2021-04-13 15:11:34,681148416
2021-04-13 15:11:35,681279488
2021-04-13 15:11:36,681177088
2021-04-13 15:11:38,681308160
2021-04-13 15:11:40,681459712
2021-04-13 15:11:41,681717760
2021-04-13 15:11:42,681496576
2021-04-13 15:11:44,681496576
2021-04-13 15:11:45,681496576
2021-04-13 15:11:46,681496576
2021-04-13 15:11:48,681496576
2021-04-13 15:11:49,681496576
2021-04-13 15:11:51,681902080
2021-04-13 15:11:52,681713664
2021-04-13 15:11:53,681586688
2021-04-13 15:11:55,681717760
2021-04-13 15:11:56,681750528
2021-04-13 15:11:58,683872256
2021-04-13 15:11:59,683872256
2021-04-13 15:12:01,684150784
2021-04-13 15:12:02,684027904
2021-04-13 15:12:03,684027904
2021-04-13 15:12:05,684027904
2021-04-13 15:12:06,684048384
2021-04-13 15:12:07,684048384
2021-04-13 15:12:08,684052480
2021-04-13 15:12:09,684052480
2021-04-13 15:12:11,684171264
2021-04-13 15:12:12,686333952
2021-04-13 15:12:14,686333952
2021-04-13 15:12:15,686333952
2021-04-13 15:12:16,686477312
2021-04-13 15:12:17,686411776
2021-04-13 15:12:19,686411776
2021-04-13 15:12:20,686612480
2021-04-13 15:12:22,686563328
2021-04-13 15:12:24,686563328
2021-04-13 15:12:25,686694400
2021-04-13 15:12:27,686796800
2021-04-13 15:12:29,688775168
2021-04-13 15:12:30,689168384
2021-04-13 15:12:31,689025024
2021-04-13 15:12:33,688955392
2021-04-13 15:12:35,688955392
2021-04-13 15:12:36,689086464
2021-04-13 15:12:37,689217536
2021-04-13 15:12:38,688963584
2021-04-13 15:12:39,688963584
2021-04-13 15:12:41,689156096
2021-04-13 15:12:43,689156096
2021-04-13 15:12:45,689156096
2021-04-13 15:12:46,689156096
2021-04-13 15:12:48,689160192
2021-04-13 15:12:49,689160192
2021-04-13 15:12:50,689401856
2021-04-13 15:12:52,689287168
2021-04-13 15:12:54,689287168
2021-04-13 15:12:55,689287168
2021-04-13 15:12:56,692645888
2021-04-13 15:12:58,692645888
2021-04-13 15:12:59,692645888
2021-04-13 15:13:01,685735936
2021-04-13 15:13:02,685735936
2021-04-13 15:13:04,685735936
2021-04-13 15:13:05,685867008
2021-04-13 15:13:06,685780992
2021-04-13 15:13:08,685654016
2021-04-13 15:13:10,687951872
2021-04-13 15:13:12,687984640
2021-04-13 15:13:13,687865856
2021-04-13 15:13:15,687865856
2021-04-13 15:13:16,687996928
2021-04-13 15:13:18,688001024
2021-04-13 15:13:19,687874048
2021-04-13 15:13:20,688013312
2021-04-13 15:13:22,690118656
2021-04-13 15:13:23,690126848
2021-04-13 15:13:25,690126848
2021-04-13 15:13:27,690282496
2021-04-13 15:13:28,690282496
2021-04-13 15:13:29,690544640
2021-04-13 15:13:31,690438144
2021-04-13 15:13:33,690438144
2021-04-13 15:13:35,690438144
2021-04-13 15:13:36,690470912
2021-04-13 15:13:38,690528256
2021-04-13 15:13:40,690790400
2021-04-13 15:13:42,692785152
2021-04-13 15:13:43,692785152
2021-04-13 15:13:44,692785152
2021-04-13 15:13:46,692916224
2021-04-13 15:13:47,692797440
2021-04-13 15:13:49,692797440
2021-04-13 15:13:51,693055488
2021-04-13 15:13:53,693055488
2021-04-13 15:13:54,692928512
2021-04-13 15:13:56,692928512
2021-04-13 15:13:57,693084160
2021-04-13 15:13:59,692969472
2021-04-13 15:14:01,695226368
2021-04-13 15:14:02,695250944
2021-04-13 15:14:04,695250944
2021-04-13 15:14:06,695255040
2021-04-13 15:14:07,695255040
2021-04-13 15:14:08,695390208
2021-04-13 15:14:10,695554048
2021-04-13 15:14:12,695521280
2021-04-13 15:14:14,695406592
2021-04-13 15:14:16,695406592
2021-04-13 15:14:17,695406592
2021-04-13 15:14:19,695406592
2021-04-13 15:14:21,695762944
2021-04-13 15:14:22,695672832
2021-04-13 15:14:23,695545856
2021-04-13 15:14:25,695545856
2021-04-13 15:14:27,697593856
2021-04-13 15:14:28,697610240
2021-04-13 15:14:30,697896960
2021-04-13 15:14:31,697704448
2021-04-13 15:14:33,697704448
2021-04-13 15:14:35,697704448
2021-04-13 15:14:36,697741312
2021-04-13 15:14:37,697872384
2021-04-13 15:14:39,697745408
2021-04-13 15:14:40,697892864
2021-04-13 15:14:42,700157952
2021-04-13 15:14:44,700055552
2021-04-13 15:14:46,700059648
2021-04-13 15:14:47,700059648
2021-04-13 15:14:48,700059648
2021-04-13 15:14:50,700358656
2021-04-13 15:14:52,700329984
2021-04-13 15:14:54,700329984
2021-04-13 15:14:55,700329984
2021-04-13 15:14:56,700481536
2021-04-13 15:14:58,700395520
2021-04-13 15:14:59,700395520
2021-04-13 15:15:01,702828544
2021-04-13 15:15:02,702832640
2021-04-13 15:15:04,702832640
2021-04-13 15:15:05,702836736
2021-04-13 15:15:07,702713856
2021-04-13 15:15:08,702717952
2021-04-13 15:15:10,702861312
2021-04-13 15:15:11,705060864
2021-04-13 15:15:13,705089536
2021-04-13 15:15:15,705089536
2021-04-13 15:15:17,705224704
2021-04-13 15:15:18,705224704
2021-04-13 15:15:20,705363968
2021-04-13 15:15:21,705359872
2021-04-13 15:15:22,705302528
2021-04-13 15:15:24,705302528
2021-04-13 15:15:25,705433600
2021-04-13 15:15:27,707694592
2021-04-13 15:15:29,707452928
2021-04-13 15:15:30,707670016
2021-04-13 15:15:32,707571712
2021-04-13 15:15:33,707571712
2021-04-13 15:15:34,707571712
2021-04-13 15:15:36,707571712
2021-04-13 15:15:38,707571712
2021-04-13 15:15:39,707571712
2021-04-13 15:15:41,716468224
2021-04-13 15:15:42,718434304
2021-04-13 15:15:43,718434304
2021-04-13 15:15:44,718434304
2021-04-13 15:15:45,718438400
2021-04-13 15:15:47,718442496
2021-04-13 15:15:49,718442496
2021-04-13 15:15:50,718602240
2021-04-13 15:15:52,718573568
2021-04-13 15:15:53,718704640
2021-04-13 15:15:55,718618624
2021-04-13 15:15:56,718536704
2021-04-13 15:15:58,718540800
2021-04-13 15:15:59,718802944
2021-04-13 15:16:01,720883712
2021-04-13 15:16:02,720891904
2021-04-13 15:16:04,720764928
2021-04-13 15:16:05,720896000
2021-04-13 15:16:07,712200192
2021-04-13 15:16:08,712261632
2021-04-13 15:16:10,712507392
2021-04-13 15:16:12,712527872
2021-04-13 15:16:13,712421376
2021-04-13 15:16:15,712556544
2021-04-13 15:16:16,712556544
2021-04-13 15:16:18,712441856
2021-04-13 15:16:20,712581120
2021-04-13 15:16:21,714813440
2021-04-13 15:16:22,714698752
2021-04-13 15:16:23,714698752
2021-04-13 15:16:25,714698752
2021-04-13 15:16:26,714833920
2021-04-13 15:16:28,714739712
2021-04-13 15:16:29,714739712
2021-04-13 15:16:30,714858496
2021-04-13 15:16:31,715120640
2021-04-13 15:16:33,714870784
2021-04-13 15:16:35,714870784
2021-04-13 15:16:36,714870784
2021-04-13 15:16:37,714870784
2021-04-13 15:16:39,714870784
2021-04-13 15:16:41,717295616
2021-04-13 15:16:42,717172736
2021-04-13 15:16:44,717172736
2021-04-13 15:16:45,717172736
2021-04-13 15:16:46,717176832
2021-04-13 15:16:48,717176832
2021-04-13 15:16:49,717176832
2021-04-13 15:16:50,717455360
2021-04-13 15:16:52,717393920
2021-04-13 15:16:53,717393920
2021-04-13 15:16:55,717393920
2021-04-13 15:16:57,717705216
2021-04-13 15:16:58,717799424
2021-04-13 15:17:00,717807616
2021-04-13 15:17:01,720175104
2021-04-13 15:17:03,720084992
2021-04-13 15:17:04,720084992
2021-04-13 15:17:06,720228352
2021-04-13 15:17:07,720101376
2021-04-13 15:17:08,720232448
2021-04-13 15:17:10,720371712
2021-04-13 15:17:11,722423808
2021-04-13 15:17:12,722423808
2021-04-13 15:17:13,722423808
2021-04-13 15:17:15,722423808
2021-04-13 15:17:16,722554880
2021-04-13 15:17:18,722448384
2021-04-13 15:17:19,722448384
2021-04-13 15:17:20,722608128
2021-04-13 15:17:21,722563072
2021-04-13 15:17:23,722563072
2021-04-13 15:17:24,722563072
2021-04-13 15:17:26,722616320
2021-04-13 15:17:28,722616320
2021-04-13 15:17:29,722616320
2021-04-13 15:17:31,723116032
2021-04-13 15:17:33,722862080
2021-04-13 15:17:34,722763776
2021-04-13 15:17:36,722894848
2021-04-13 15:17:37,722780160
2021-04-13 15:17:39,722780160
2021-04-13 15:17:40,722890752
2021-04-13 15:17:41,722984960
2021-04-13 15:17:43,725086208
2021-04-13 15:17:44,725086208
2021-04-13 15:17:46,725086208
2021-04-13 15:17:48,725086208
2021-04-13 15:17:49,725086208
2021-04-13 15:17:50,725344256
2021-04-13 15:17:52,725250048
2021-04-13 15:17:53,725250048
2021-04-13 15:17:55,725250048
2021-04-13 15:17:56,727498752
2021-04-13 15:17:57,727531520
2021-04-13 15:17:59,727449600
AVERAGE,688382300.16
